product_name,price,image_url,product_url
Hyannis,$29.95,"https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,w_800,h_400,c_pad/products/201708/5983fe65ed003.jpg",https://www.glassesshop.com/eyeglasses/fp1110
Christine,$39.95,"https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,w_800,h_400,c_pad/products/202009/5f68704cbcf03.jpg",https://www.glassesshop.com/eyeglasses/fz1520
Fresno,$12.95,"https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,w_800,h_400,c_pad/products/202002/5e377f795f84d.jpg",https://www.glassesshop.com/eyeglasses/fp2039
Salinas,$24.95,"https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,w_800,h_400,c_pad/products/202008/5f30d30f5d6a5.jpg",https://www.glassesshop.com/eyeglasses/fp2124
Omar,$19.95,"https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,w_800,h_400,c_pad/products/201807/5b4c4d7b98167.jpg",https://www.glassesshop.com/eyeglasses/fm1271
Baldwin,$19.95,"https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,w_800,h_400,c_pad/products/201805/5afe7d156f3d7.jpg",https://www.glassesshop.com/eyeglasses/fp1618
Burke,$24.95,"https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,w_800,h_400,c_pad/products/201805/5b0fae09bbb09.jpg",https://www.glassesshop.com/eyeglasses/fm1245
Holt,$19.95,"https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,w_800,h_400,c_pad/products/201708/59841308cc508.jpg",https://www.glassesshop.com/eyeglasses/fp1401
Benjamin,$29.95,"https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,w_800,h_400,c_pad/products/202006/5eddb2edc1f7e.jpg",https://www.glassesshop.com/eyeglasses/fm1467
Eden,$19.95,"https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,w_800,h_400,c_pad/products/202004/5ea6a71f36e14.jpg",https://www.glassesshop.com/eyeglasses/fp2065
Jinbee,$19.95,"https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,w_800,h_400,c_pad/products/201905/5ce3ad1014636.jpg",https://www.glassesshop.com/eyeglasses/fp1904
